date,direction,ticker,volume,price,market_price
2025-01-01,long,XLB,21.609006633965038,42.07,42.07
2025-01-01,long,XLC,9.390464921918284,96.81,96.81
2025-01-01,long,XLE,21.225564069365145,42.83,42.83
2025-01-01,long,XLF,18.810074675996464,48.33,48.33
2025-01-01,long,XLI,6.89959706353149,131.76,131.76
2025-01-01,long,XLK,7.81946421031231,116.26,116.26
2025-01-01,long,XLP,11.564570780955465,78.61,78.61
2025-01-01,long,XLRE,22.35286228401547,40.67,40.67
2025-01-01,long,XLU,24.021427112984785,37.845,37.845
2025-01-01,long,XLV,6.608206070298097,137.57,137.57
2025-01-01,long,XLY,8.104220271815546,112.175,112.175
2025-01-08,long,XLB,16.408712536220865,42.08,42.08
2025-01-08,long,XLC,13.523672304289533,97.26,97.26
2025-01-08,long,XLE,14.67562365834105,44.015,44.015
2025-01-08,long,XLF,17.01006454722862,48.49,48.49
2025-01-08,long,XLI,4.449690889516928,132.82,132.82
2025-01-08,long,XLK,10.064932624086406,116.94,116.94
2025-01-08,long,XLP,10.195944044003877,77.38,77.38
2025-01-08,long,XLRE,21.005043467573188,40.15,40.15
2025-01-08,long,XLU,27.103619622857817,38.005,38.005
2025-01-08,long,XLV,5.373958346928007,140.43,140.43
2025-01-08,long,XLY,12.33208583412492,111.505,111.505
2025-01-15,long,XLB,16.964711405008504,43.52,43.52
2025-01-15,long,XLC,7.6035452146855835,97.1,97.1
2025-01-15,long,XLE,13.960120395096999,46.285,46.285
2025-01-15,long,XLF,21.77070415000307,49.48,49.48
2025-01-15,long,XLI,6.968359361005287,135.29,135.29
2025-01-15,long,XLK,7.426629593566618,116.145,116.145
2025-01-15,long,XLP,11.82955313550986,76.23,76.23
2025-01-15,long,XLRE,30.625986852173643,40.19,40.19
2025-01-15,long,XLU,26.83647796120803,38.395,38.395
2025-01-15,long,XLV,6.00134576011055,140.57,140.57
2025-01-15,long,XLY,9.909983214909142,113.64,113.64
2025-01-22,long,XLB,17.753832550636123,44.37,44.37
2025-01-22,long,XLC,10.595315247814057,99.25,99.25
2025-01-22,long,XLE,26.77215065048997,45.89,45.89
2025-01-22,long,XLF,16.703897491588656,50.41,50.41
2025-01-22,long,XLI,5.616667025110337,140.25,140.25
2025-01-22,long,XLK,5.8403291877391394,120.695,120.695
2025-01-22,long,XLP,13.026046500754664,77.22,77.22
2025-01-22,long,XLRE,26.748815398201877,41.1,41.1
2025-01-22,long,XLU,27.456975981890434,39.16,39.16
2025-01-22,long,XLV,4.05909484728104,142.18,142.18
2025-01-22,long,XLY,10.217504957221141,115.015,115.015
2025-01-29,long,XLB,13.81567097857497,44.3,44.3
2025-01-29,long,XLC,10.947276594406057,101.87,101.87
2025-01-29,long,XLE,17.042101424100494,44.85,44.85
2025-01-29,long,XLF,11.416308988031187,51.28,51.28
2025-01-29,long,XLI,7.405096854154845,137.79,137.79
2025-01-29,long,XLK,7.879932438839627,115.87,115.87
2025-01-29,long,XLP,14.125383998380556,78.95,78.95
2025-01-29,long,XLRE,31.801188620395944,40.97,40.97
2025-01-29,long,XLU,18.22593595561119,38.37,38.37
2025-01-29,long,XLV,6.7004837880891,145.66,145.66
2025-01-29,long,XLY,10.555703563104043,115.47,115.47
2025-02-05,long,XLB,25.366063925337613,44.535,44.535
2025-02-05,long,XLC,6.60957000158889,102.52,102.52
2025-02-05,long,XLE,27.982629350194866,45.115,45.115
2025-02-05,long,XLF,13.406341794963627,51.68,51.68
2025-02-05,long,XLI,7.707273474898267,137.12,137.12
2025-02-05,long,XLK,8.443261833988492,117.095,117.095
2025-02-05,long,XLP,9.155949423098766,79.11,79.11
2025-02-05,long,XLRE,17.633416579493577,42.0,42.0
2025-02-05,long,XLU,32.93288680158628,39.195,39.195
2025-02-05,long,XLV,3.90701143852302,148.45,148.45
2025-02-05,long,XLY,11.017465837884895,114.585,114.585
2025-02-12,long,XLB,27.970636739161204,44.31,44.31
2025-02-12,long,XLC,7.345577350039578,103.48,103.48
2025-02-12,long,XLE,33.254992580001435,44.52,44.52
2025-02-12,long,XLF,19.756963230847617,51.36,51.36
2025-02-12,long,XLI,6.30516824635377,137.75,137.75
2025-02-12,long,XLK,7.873913026186659,117.91,117.91
2025-02-12,long,XLP,7.899669166611564,80.55,80.55
2025-02-12,long,XLRE,19.827697628383017,41.9,41.9
2025-02-12,long,XLU,18.348945221124556,39.625,39.625
2025-02-12,long,XLV,7.438426537103361,145.82,145.82
2025-02-12,long,XLY,7.263094313670307,111.87,111.87
2025-02-19,long,XLB,28.217185359302245,44.96,44.96
2025-02-19,long,XLC,9.259490105061671,104.94,104.94
2025-02-19,long,XLE,22.07892252274407,46.01,46.01
2025-02-19,long,XLF,17.417582226613312,52.19,52.19
2025-02-19,long,XLI,6.265815476087154,138.77,138.77
2025-02-19,long,XLK,8.204853690288124,121.09,121.09
2025-02-19,long,XLP,7.471940556681658,81.55,81.55
2025-02-19,long,XLRE,33.52410953009624,42.29,42.29
2025-02-19,long,XLU,25.31401009896473,40.13,40.13
2025-02-19,long,XLV,4.651266667276789,146.4,146.4
2025-02-19,long,XLY,7.032825454024871,113.12,113.12
2025-02-26,long,XLB,21.234426945197868,44.305,44.305
2025-02-26,long,XLC,7.421207475951679,101.51,101.51
2025-02-26,long,XLE,31.49322731947845,44.565,44.565
2025-02-26,long,XLF,14.814685759761158,50.85,50.85
2025-02-26,long,XLI,9.512033176492576,135.0,135.0
2025-02-26,long,XLK,8.902567101276448,115.5,115.5
2025-02-26,long,XLP,11.730875405719633,82.0,82.0
2025-02-26,long,XLRE,20.177552268224787,42.66,42.66
2025-02-26,long,XLU,15.45793971026423,39.9,39.9
2025-02-26,long,XLV,4.874703736206809,147.82,147.82
2025-02-26,long,XLY,9.54111997863439,107.77,107.77
2025-03-05,long,XLB,21.742114725884182,44.02,44.02
2025-03-05,long,XLC,8.07341433556761,101.47,101.47
2025-03-05,long,XLE,32.58875725113369,42.85,42.85
2025-03-05,long,XLF,17.832352252589928,50.21,50.21
2025-03-05,long,XLI,5.3563703259787925,133.85,133.85
2025-03-05,long,XLK,8.833276962459397,110.785,110.785
2025-03-05,long,XLP,14.498521703702266,82.44,82.44
2025-03-05,long,XLRE,16.88302020809332,43.42,43.42
2025-03-05,long,XLU,28.225528790225066,38.745,38.745
2025-03-05,long,XLV,4.581663818300752,149.68,149.68
2025-03-05,long,XLY,7.09080295954383,105.705,105.705
2025-03-12,long,XLB,29.128043647850387,42.465,42.465
2025-03-12,long,XLC,7.168145508396269,96.83,96.83
2025-03-12,long,XLE,13.536121509033782,43.89,43.89
2025-03-12,long,XLF,19.00607153740613,47.68,47.68
